Chromosome 5'	Position 5'	Chromosome 3'	Position 3'	Gene 5'	Gene 3'	Cell line
5	176761285	5	176916628	LMAN2	PDLIM7	TK-10
17	48156290	14	24610174	ITGA3	FAM158A	TK-10
5	122700190	5	149310731	CEP120	PDE6A	TK-10
16	4812272	16	4829787	ZNF500	SEPT12	Caki-2
1	154145384	1	154180124	TPM3	C1orf43	Caki-2
12	50388197	14	33290608	RACGAP1	AKAP6	Caki-2
X	153774251	X	153780203	G6PD	IKBKG	Caki-2
6	31506924	4	5795335	DDX39B	EVC	Caki-2
7	116502704	7	116422042	CAPZA2	MET	Caki-2
5	142393681	5	179390564	ARHGAP26	RNF130	Caki-2
6	167347579	6	167271747	RNASET2	RPS6KA2	786-O
4	169633074	17	57915656	PALLD	VMP1	786-O
11	12281444	11	12518005	MICAL2	PARVA	786-O
1	230203153	1	230991464	GALNT2	C1orf198	786-O
10	60461903	10	60036877	BICC1	CISD1	786-O
1	145611341	1	28898379	RNF115	TRNAU1AP	769-P
5	82500740	9	103212839	XRCC4	MSANTD3	SW 780
3	170109048	10	95141153	SKIL	MYOF	SW 780
20	35812776	13	99116090	RPN2	STK24	SW 780
17	78335688	17	79027468	RNF213	BAIAP2	SW 780
3	50036946	3	51101879	RBM6	DOCK3	SW 780
15	63481947	15	60656722	RAB8B	ANXA2	SW 780
4	17819076	1	150595335	NCAPG	ENSA	SW 780
11	96074547	11	95532396	MAML2	CEP57	SW 780
12	50794811	12	50146247	LARP4	TMBIM6	SW 780
1	32573735	1	32495899	KPNA6	KHDRBS1	SW 780
18	33877963	4	186065918	FHOD3	SLC25A4	SW 780
4	1808661	7	97991744	FGFR3	BAIAP2L1	SW 780
10	68381450	10	90499753	CTNNA3	LIPK	SW 780
19	49463593	1	19948594	BAX	MINOS1	SW 780
4	177713319	4	173150807	VEGFC	GALNTL6	Detroit 562
11	102319543	11	102056749	TMEM123	YAP1	Detroit 562
7	115850788	7	116199000	TES	CAV1	Detroit 562
7	6431672	17	73261783	RAC1	MRPS7	Detroit 562
22	21288532	19	2138713	CRKL	AP3D1	Detroit 562
11	35211612	11	34952951	CD44	PDHX	Detroit 562
2	236817550	1	95005924	AGAP1	F3	Detroit 562
10	75758133	10	76349040	VCL	ADK	BICR 10
17	7576853	17	7643051	TP53	DNAH2	BICR 10
12	56956367	12	57037742	RBMS2	ATP5B	BICR 10
7	104746450	11	44297208	MLL5	ALX4	BICR 10
13	47127838	13	45781559	LRCH1	GTF2F2	BICR 10
5	107006190	5	107356702	EFNA5	FBXL17	BICR 10
8	26484811	3	23960687	DPYSL2	RPL15	BICR 10
17	27893104	17	27963820	ABHD15	SSH2	BICR 10
17	1731155	17	1756395	SMYD4	RPA1	A-673
11	62650471	9	35059216	SLC3A2	VCP	A-673
4	30921967	5	60817090	PCDH7	ZSWIM6	A-673
1	23660011	1	23356962	HNRNPR	KDM1A	A-673
11	128651918	22	29688126	FLI1	EWSR1	A-673
22	29683123	11	128675261	EWSR1	FLI1	A-673
11	62340056	11	62444477	EEF1G	UBXN1	A-673
3	186295589	1	185274775	DNAJB11	IVNS1ABP	A-673
11	118885793	2	216232750	CCDC84	FN1	A-673
7	157361594	11	69631191	PTPRN2	FGF3	SW480
8	141771264	8	141381279	PTK2	TRAPPC9	SW480
8	21956567	8	15517016	FAM160B2	TUSC3	SW480
14	70234999	7	26237081	SRSF5	HNRNPA2B1	SW48
17	17740041	1	44035261	SREBF1	PTPRF	SW48
14	100765179	11	63960550	SLC25A29	STIP1	SW48
12	123868755	12	123751829	SETD8	CDK2AP1	SW48
17	57842499	17	57751008	VMP1	CLTC	SW1463
19	47440665	19	50504111	ARHGAP35	VRK3	SW1463
17	49197715	17	49279057	SPAG9	MBTD1	HCT 116 (IVCC)
20	3870375	20	3841979	PANK2	MAVS	HCT 116 (IVCC)
12	102224337	12	102439897	GNPTAB	CCDC53	HCT 116 (IVCC)
5	115428397	5	115230784	COMMD10	AP3S1	HCT 116 (IVCC)
15	50763992	15	49574184	USP8	GALK2	COLO-206F
20	33593498	20	36668837	TRPC4AP	RPRD1B	COLO-206F
8	80942271	8	80965665	MRPS28	TPD52	COLO-206F
11	36120011	11	36669566	LDLRAD3	C11orf74	COLO-206F
20	18608877	20	18122852	DTD1	PET117	COLO-206F
11	1778554	19	3207196	CTSD	NCLN	COLO-206F
16	70542309	16	70721993	COG4	VAC14	COLO-206F
14	76135865	14	75295916	TTLL5	YLPM1	SiHa
12	48095247	1	145581404	RPAP3	PIAS3	SiHa
17	27042659	17	27067481	RAB34	NEK8	SiHa
9	123605015	9	123726016	PSMD5	C5	SiHa
19	34857756	1	33764531	GPI	ZNF362	SiHa
22	38204170	22	38010197	GCAT	GGA1	SiHa
20	32399464	20	33245048	CHMP4B	PIGU	SiHa
20	32399464	20	33303169	CHMP4B	NCOA6	SiHa
11	46515158	11	46709810	AMBRA1	ARHGAP1	SiHa
8	144589916	8	144669022	ZC3H3	EEF1D	Ca Ski
16	84733717	16	84600561	USP10	COTL1	Ca Ski
11	102319543	11	85742653	TMEM123	PICALM	Ca Ski
20	13605832	20	8626749	TASP1	PLCB1	Ca Ski
11	66384528	11	66436762	RBM14	RBM4B	Ca Ski
15	44038904	20	1143774	PDIA3	PSMF1	Ca Ski
12	56504261	20	60713346	PA2G4	PSMA7	Ca Ski
9	37426651	17	7134116	GRHPR	DVL2	Ca Ski
12	53400280	7	48146470	EIF4B	UPP1	Ca Ski
9	139757358	9	139935639	EDF1	NPDC1	Ca Ski
19	1478773	19	1387810	C19orf25	NDUFS7	Ca Ski
X	76875863	X	65253672	ATRX	VSIG4	Ca Ski
6	128643184	16	89713739	PTPRK	CHMP1A	SF539
11	102319543	11	102248227	TMEM123	BIRC2	SF268
11	12923660	11	17474830	TEAD1	ABCC8	SF268
1	23037536	1	24119147	EPHB2	LYPLA2	SF268
11	103075693	11	100211195	DYNC2H1	CNTN5	SF268
11	107260800	11	122795605	CWF19L2	C11orf63	SF268
8	131249168	22	49042409	ASAP1	FAM19A5	SF268
10	30611320	10	24924032	MTPAP	ARHGAP21	G84
17	78867665	X	153596458	RPTOR	FLNA	G61
4	1090553	4	1222131	RNF212	CTBP1	G61
12	120884632	4	183836728	GATC	DCTD	G61
17	9923094	9	23731123	GAS7	ELAVL2	G61
17	7504727	17	9923214	FXR2	GAS7	G61
3	128890498	7	73604577	CNBP	EIF4H	G61
19	12721896	18	60795992	ZNF791	BCL2	G59
7	64152338	6	31508311	ZNF107	DDX39B	G59
22	42018090	22	41928749	XRCC6	POLR3H	G59
10	70940318	10	53227483	SUPV3L1	PRKG1	G59
10	6139151	19	48024911	RBM17	ZNF541	G59
5	154172356	12	133324917	LARP1	ANKLE2	G59
12	57975735	12	58223379	KIF5A	CTDSP2	G59
12	57928075	12	58204910	DCTN2	AVIL	G59
2	189857666	3	160129708	COL3A1	SMC4	G59
18	60985315	18	21084335	BCL2	C18orf8	G59
1	94107860	1	94502344	BCAR3	ABCA4	G59
7	66660324	7	1049779	TYW1	C7orf50	G44
22	36907550	2	232325275	EIF3D	NCL	G44
17	882559	17	49825178	NXN	CA10	G28T
2	42396776	2	86433229	EML4	MRPL35	G22
2	63101667	2	42552607	EHBP1	EML4	G22
2	122206529	10	12056183	CLASP1	UPF2	G22
1	183599596	6	52941284	ARPC5	FBXO9	G22
17	79563142	17	80828100	NPLOC4	TBCD	G140
17	63847922	17	62272455	CEP112	TEX2	G140
10	32150323	10	32337479	ARHGAP12	KIF5B	G140
4	39700010	4	24878319	UBE2K	CCDC149	G130
2	85578803	2	26486248	RETSAT	HADHB	G130
1	202318270	17	7490479	PPP1R12B	MPDU1	G130
14	105920647	14	73220079	MTA1	DPF3	G130
9	134889724	19	51133428	MED27	SYT3	G130
17	4918132	17	8492426	KIF1C	MYH10	G130
17	7504727	17	7574033	FXR2	TP53	G130
2	163029321	2	163139086	FAP	IFIH1	G130
9	139758272	9	139722946	EDF1	C9orf86	G130
22	31013482	19	41838186	TCN2	TGFB1	G124
10	95185828	10	95353792	MYOF	RBP4	G124
19	48184533	19	47823038	GLTSCR1	C5AR1	G124
17	58571827	7	77378741	APPBP2	RSBN1L	G124
19	50298995	22	19870984	AP2A1	TXNRD2	G124
1	10093752	1	10351140	UBE4B	KIF1B	G122
1	28880249	1	28815682	TRNAU1AP	PHACTR4	G122
17	49197715	17	48472349	SPAG9	LRRC59	G122
2	242255397	2	236617823	SEPT2	AGAP1	G122
19	49999728	19	49967384	RPS11	ALDH16A1	G122
2	28975042	2	28785908	PPP1CB	PLB1	G122
1	40218724	1	19505714	PPIE	UBR4	G122
1	157963518	1	146724278	KIRREL	CHD1L	G122
15	84324582	8	54965316	ADAMTSL3	LYPLA1	G122
11	74660444	9	137702101	SPCS2	COL5A1	G121
2	11484122	2	15470889	ROCK2	NBAS	G121
12	56915873	12	50146247	RBMS2	TMBIM6	G121
1	26570809	16	77465508	CEP85	ADAMTS18	G121
5	87501631	5	89703651	TMEM161B	CETN3	G120
5	54737679	5	7766800	PPAP2A	ADCY2	G120
16	68119687	16	67909848	NFATC3	EDC4	G120
2	191334581	2	191233829	MFSD6	INPP1	G120
17	18707579	17	15343599	FAM18B1	CDRT4	G120
4	148743973	4	149116013	ARHGAP10	NR3C2	G120
3	100447702	3	101391057	TFG	ZBTB11	G118
14	31495110	14	31203996	STRN3	SCFD1	G118
3	81810526	X	54841094	GBE1	MAGED2	G118
12	69140559	12	1969372	SLC35E3	CACNA2D4	G111
19	19207014	19	19162431	SLC25A42	ARMC6	G111
21	33057362	12	9833519	SCAF4	CLEC2D	G111
19	4852028	19	4896888	PLIN3	ARRDC5	G111
11	12399330	11	12883797	PARVA	TEAD1	G111
5	43700339	5	42688992	NNT	GHR	G111
13	25861362	13	33627904	MTMR6	KL	G111
7	35733794	7	35912276	HERPUD2	SEPT7	G111
3	119624602	3	71102924	GSK3B	FOXP1	G111
2	42472827	15	88576276	EML4	NTRK3	G111
1	34498195	1	33799893	CSMD2	PHC2	G111
22	21288532	22	21224625	CRKL	SNAP29	G111
3	139108390	15	69747509	COPB2	RPLP1	G111
12	4398156	12	4725060	CCND2	AKAP3	G111
2	232104754	2	232010954	ARMC9	PSMD1	G111
8	145515556	8	145500292	HSF1	BOP1	CHP-212
1	156228796	1	156304709	SMG5	CCT3	TC-71
22	29683123	11	128675261	EWSR1	FLI1	TC-71
12	109694041	12	117603422	ACACB	FBXO21	TC-71
8	141407719	8	139617012	TRAPPC9	COL22A1	MG-63
16	56501930	6	33243574	OGFOD1	RPS18	MG-63
9	21854869	9	16437522	MTAP	BNC2	MG-63
6	5216851	9	15506635	LYRM4	PSIP1	MG-63
8	145278133	8	145052249	HEATR7A	PARP10	MG-63
5	95278706	2	230634041	ELL2	TRIP12	MG-63
2	230450574	5	95242486	DNER	ELL2	MG-63
2	29375694	7	100417918	CLIP4	EPHB4	MG-63
14	100741095	14	100992207	YY1	WDR25	U-937
6	34392849	1	19566479	RPS10	KIAA0090	U-937
11	85685751	10	21875223	PICALM	MLLT10	U-937
7	158464206	7	158591763	NCAPG2	ESYT2	U-937
10	21827841	11	85670103	MLLT10	PICALM	U-937
2	172823470	6	126329538	HAT1	TRMT11	U-937
19	572701	16	427848	BSG	TMEM8A	U-937
6	43739049	6	39688587	VEGFA	KIF6	YAPC
21	38084922	21	38385851	SIM2	DSCR6	YAPC
1	3496389	1	2409915	MEGF6	PLCH2	YAPC
2	163200785	6	159062392	GCA	DYNLT1	YAPC
7	43623048	7	925693	STK17A	GET4	TCC-PAN2
17	57987972	17	57915656	RPS6KB1	VMP1	SUIT-2
3	47324584	1	109957985	KLHL18	PSMA5	SUIT-2
12	104341208	12	6878769	HSP90B1	PTMS	SUIT-2
11	85309701	11	85742653	DLG2	PICALM	SUIT-2
4	110481592	12	49663248	CCDC109B	TUBA1C	SUIT-2
12	121164992	17	48742514	ACADS	ABCC3	SUIT-2
11	31392406	11	31455117	DNAJC24	IMMP1L	QGP-1
12	28637098	15	91136868	CCDC91	CRTC3	QGP-1
10	70847992	10	72617371	SRGN	SGPL1	PK-59
10	105158285	2	216213817	PDCD11	ATIC	PK-59
20	49348389	13	60686320	PARD6B	DIAPH3	PK-59
12	26540367	12	28515371	ITPR2	CCDC91	PK-59
19	39321718	19	39125633	ECH1	EIF3K	PK-59
9	127495587	9	127146935	NR6A1	PSMB7	PK-45P
7	959605	7	872142	ADAP1	SUN1	PK-45P
10	31608221	10	28872328	ZEB1	WAC	KP-3
11	33309057	15	73067438	HIPK3	ADPGK	KP-3
7	92404010	9	130863375	CDK6	SLC25A25	KP-3
19	16772152	17	80223672	TMEM38A	CSNK1D	KP-2
12	56915873	12	56154424	RBMS2	SARNP	KP-2
5	142779221	5	142500553	NR3C1	ARHGAP26	KP-2
4	169377190	4	155470087	DDX60L	PLRG1	KP-2
20	5753689	15	60656722	C20orf196	ANXA2	KP-2
3	63898901	3	63825449	ATXN7	THOC7	KP-2
9	100767435	2	29375551	ANP32B	CLIP4	KP-2
18	9708441	18	9950392	RAB31	VAPA	KLM-1
2	65357027	2	228220393	RAB1A	MFF	KLM-1
9	127146877	9	115060196	PSMB7	PTBP3	KLM-1
3	9792107	12	46758972	OGG1	SLC38A2	KLM-1
9	125054119	9	124929047	MRRF	MORN5	KLM-1
1	215753342	4	1732614	KCTD3	TACC3	KLM-1
18	712504	2	65331940	ENOSF1	RAB1A	KLM-1
9	100773671	9	131456920	ANP32B	SET	KLM-1
8	146062892	17	79652635	ZNF7	HGS	KCI-MOH1
1	145439052	1	897009	TXNIP	KLHL17	KCI-MOH1
20	62507228	20	62364571	TPD52L2	ZGPAT	KCI-MOH1
15	64448924	11	134029969	PPIB	NCAPD3	KCI-MOH1
12	93322819	12	93805075	EEA1	UBE2N	KCI-MOH1
9	20912953	9	27029023	KIAA1797	IFT74	HUP-T4
2	242157796	22	20126717	ANO7	ZDHHC8	HUP-T4
9	36581736	9	37302185	MELK	ZCCHC7	DAN-G
10	76603236	10	70666467	KAT6B	DDX50	DAN-G
9	139757358	9	139935639	EDF1	NPDC1	DAN-G
2	232576693	12	6879323	PTMA	PTMS	BxPC-3 (IVCC)
1	244816657	1	19746244	PPPDE1	CAPZB	BxPC-3 (IVCC)
8	144798613	8	144877700	MAPK15	SCRIB	BxPC-3 (IVCC)
5	65460725	5	78752841	SREK1	HOMER1	YMB-1
1	43424305	1	19746244	SLC2A1	CAPZB	YMB-1
8	146016662	16	21982846	RPL8	UQCRC2	YMB-1
1	31532051	1	35657130	PUM1	SFPQ	YMB-1
1	2418815	1	32495899	PLCH2	KHDRBS1	YMB-1
4	79845011	1	207943666	PAQR3	CD46	YMB-1
1	27250657	1	32101123	NUDC	PEF1	YMB-1
5	78808593	5	65465879	HOMER1	SREK1	YMB-1
16	74640555	16	74774013	GLG1	FA2H	YMB-1
1	11136899	1	32622454	EXOSC10	KPNA6	YMB-1
1	34554578	1	22084276	CSMD2	USP48	YMB-1
18	12376968	18	12546903	AFG3L2	SPIRE1	YMB-1
10	17277388	12	52641961	VIM	KRT7	SUM 159PT
16	3490807	16	3544877	ZNF597	C16orf90	SUM 149PT
11	57456137	2	120799582	ZDHHC5	EPB41L5	SUM 149PT
7	23571408	7	26245988	TRA2A	CBX3	SUM 149PT
1	76253289	10	5842668	RABGGTB	GDI2	SUM 149PT
1	7846896	1	7826519	PER3	CAMTA1	SUM 149PT
12	121648101	12	121592588	P2RX4	P2RX7	SUM 149PT
4	154395040	3	119394080	KIAA0922	COX17	SUM 149PT
7	26240192	6	44413392	HNRNPA2B1	CDC5L	SUM 149PT
1	95007093	16	89611056	F3	SPG7	SUM 149PT
1	95007093	11	66583524	F3	C11orf80	SUM 149PT
10	99196948	10	99644108	EXOSC1	CRTAC1	SUM 149PT
11	31671769	11	31436358	ELP4	DNAJC24	SUM 149PT
4	103790344	4	103720657	CISD2	UBE2D3	SUM 149PT
2	9650108	2	9731644	ADAM17	YWHAQ	SUM 149PT
2	9695638	3	149260324	ADAM17	WWTR1	SUM 149PT
1	1200163	3	53269190	UBE2J2	TKT	SUM 1315M02
6	30688340	6	30557465	TUBB	ABCF1	SUM 1315M02
21	34099083	21	45165960	SYNJ1	PDXK	SUM 1315M02
4	71640950	4	68784950	RUFY3	TMPRSS11A	SUM 1315M02
21	45154004	21	34074357	PDXK	SYNJ1	SUM 1315M02
20	25491310	12	133294025	NINL	PGAM5	SUM 1315M02
5	115428397	5	115202367	COMMD10	AP3S1	SUM 1315M02
12	100205933	8	131149284	ANKS1B	ASAP1	SUM 1315M02
15	30092849	15	29488768	TJP1	FAM189A1	MX-1
20	44985213	20	35387020	SLC35C2	DSN1	MX-1
1	114254562	1	84403699	PHTF1	TTLL7	MX-1
6	126236626	6	125112485	NCOA7	NKAIN2	MX-1
10	104474030	10	104250370	ARL3	ACTR1A	MX-1
13	95695936	13	96285575	ABCC4	DZIP1	MX-1
9	35313986	9	34521854	UNC13B	ENHO	MDA-MB-468 (IVCC)
8	103424401	8	104417089	UBR5	SLC25A32	MDA-MB-468 (IVCC)
19	49661516	1	31905814	TRPM4	SERINC2	MDA-MB-468 (IVCC)
2	677289	15	70350630	TMEM18	TLE3	MDA-MB-468 (IVCC)
3	39449277	3	41504744	RPSA	ULK4	MDA-MB-468 (IVCC)
19	55610152	15	70350630	PPP1R12C	TLE3	MDA-MB-468 (IVCC)
3	37725506	3	38006062	ITGA9	CTDSPL	MDA-MB-468 (IVCC)
20	6012726	19	45668452	CRLS1	TRAPPC6A	MDA-MB-468 (IVCC)
3	119396051	2	27427799	COX17	SLC5A6	MDA-MB-468 (IVCC)
1	6885270	2	85875884	CAMTA1	USP39	MDA-MB-468 (IVCC)
21	40568424	7	17362125	BRWD1	AHR	MDA-MB-468 (IVCC)
1	27024031	1	46290105	ARID1A	MAST2	MDA-MB-468 (IVCC)
17	600658	17	1265302	VPS53	YWHAE	MDA-MB-361
2	61449754	19	49310331	USP34	BCAT2	MDA-MB-361
1	154241430	7	2041756	UBAP2L	MAD1L1	MDA-MB-361
9	34196456	1	212502477	UBAP1	PPP2R5A	MDA-MB-361
5	176083817	2	74649997	TSPAN17	WDR54	MDA-MB-361
8	116599228	2	54891590	TRPS1	SPTBN1	MDA-MB-361
17	72786435	17	37686884	TMEM104	CDK12	MDA-MB-361
2	241969988	2	238448991	SNED1	MLPH	MDA-MB-361
20	45338379	20	45891172	SLC2A10	ZMYND8	MDA-MB-361
17	78286967	1	109241226	RNF213	PRPF38B	MDA-MB-361
19	5931430	12	96416029	RANBP3	LTA4H	MDA-MB-361
20	56929321	20	58318162	RAB22A	PHACTR3	MDA-MB-361
2	232325380	2	99988119	NCL	EIF5B	MDA-MB-361
12	12419615	12	10787285	LRP6	STYK1	MDA-MB-361
4	151719233	16	89713739	LRBA	CHMP1A	MDA-MB-361
7	1523378	7	45141213	INTS1	TBRG4	MDA-MB-361
17	61877977	17	65528918	DDX42	PITPNC1	MDA-MB-361
16	66730243	10	5242144	CMTM4	AKR1C4	MDA-MB-361
6	4777041	6	21000458	CDYL	CDKAL1	MDA-MB-361
16	68772314	13	114009796	CDH1	GRTP1	MDA-MB-361
2	65455091	2	178098999	ACTR2	NFE2L2	MDA-MB-361
2	43453404	8	133596026	ZFP36L2	LRRC6	MDA-MB-175-VII
3	3182332	3	2861170	TRNT1	CNTN4	MDA-MB-175-VII
11	68825162	11	77451981	TPCN2	RSF1	MDA-MB-175-VII
10	17432530	17	34160911	ST8SIA6	TAF15	MDA-MB-175-VII
7	6431672	1	243736350	RAC1	AKT3	MDA-MB-175-VII
11	78565149	8	32453346	ODZ4	NRG1	MDA-MB-175-VII
11	73499037	11	77991947	MRPL48	GAB2	MDA-MB-175-VII
17	42580694	6	109312038	GPATCH8	SESN1	MDA-MB-175-VII
3	37285113	15	42503947	GOLGA4	TMEM87A	MDA-MB-175-VII
10	88854082	10	70916763	GLUD1	VPS26A	MDA-MB-175-VII
9	123538371	16	30079967	FBXW2	ALDOA	MDA-MB-175-VII
11	1785022	20	31892652	CTSD	BPIFB1	MDA-MB-175-VII
4	42487513	6	170858201	ATP8A1	PSMB1	MDA-MB-175-VII
14	27064616	16	31199646	NOVA1	FUS	MDA-MB-134-VI (ATCC)
8	89339304	12	110449810	MMP16	ANKRD13A	MDA-MB-134-VI (ATCC)
8	132958880	8	41615655	EFR3A	ANK1	MDA-MB-134-VI (ATCC)
1	78041753	3	57563114	ZZZ3	ARF4	HCC2911 (UTSW)
4	85707132	4	79417959	WDFY3	FRAS1	HCC2911 (UTSW)
10	75051398	10	74618935	TTC18	MCU	HCC2911 (UTSW)
17	47684612	17	47018424	SPOP	SNF8	HCC2911 (UTSW)
15	41145825	19	38780759	SPINT1	SPINT2	HCC2911 (UTSW)
6	163899928	6	163235179	QKI	PACRG	HCC2911 (UTSW)
17	65374318	20	45771698	PITPNC1	EYA2	HCC2911 (UTSW)
10	88946957	10	96256812	FAM35A	TBC1D12	HCC2911 (UTSW)
4	78669470	4	79229220	CNOT6L	FRAS1	HCC2911 (UTSW)
4	148867855	1	43054992	ARHGAP10	CCDC30	HCC2911 (UTSW)
6	42623461	9	86554658	UBR2	C9orf64	HCC2688 (UTSW)
9	32550772	9	32553942	TOPORS	NDUFB6	HCC2688 (UTSW)
19	50390830	19	50338243	TBC1D17	MED25	HCC2688 (UTSW)
1	70694238	12	104712691	SRSF11	TXNRD1	HCC2688 (UTSW)
16	15123913	16	1370175	PDXDC1	UBE2I	HCC2688 (UTSW)
19	2046185	19	2555186	MKNK2	GNG7	HCC2688 (UTSW)
2	39492344	2	63486544	MAP4K3	WDPCP	HCC2688 (UTSW)
4	41678479	14	64165376	LIMCH1	SGPP1	HCC2688 (UTSW)
5	153709298	5	160763776	GALNT10	GABRB2	HCC2688 (UTSW)
9	34458202	6	89324114	FAM219A	RNGTT	HCC2688 (UTSW)
5	112312683	5	112238215	DCP2	REEP5	HCC2688 (UTSW)
14	23450470	14	35245721	AJUBA	BAZ1A	HCC2688 (UTSW)
16	84733717	16	84600561	USP10	COTL1	HBL-100
4	99579297	4	99950018	TSPAN5	METAP1	HBL-100
8	141445211	8	141595410	TRAPPC9	EIF2C2	HBL-100
11	62559151	17	7478437	TMEM223	EIF4A1	HBL-100
18	23612363	11	68480875	SS18	MTL5	HBL-100
14	102549371	14	102467291	HSP90AA1	DYNC1H1	HBL-100
12	53413810	3	143704385	EIF4B	C3orf58	HBL-100
7	73803589	7	73657576	CLIP2	RFC2	HBL-100
7	69064948	2	69397380	AUTS2	ANTXR1	HBL-100
19	2114124	12	6879087	AP3D1	PTMS	HBL-100
9	18474293	9	21971207	ADAMTSL1	CDKN2A	HBL-100
2	160862163	17	1340449	PLA2R1	CRK	CAL51
12	6604391	12	6601633	NCAPD2	MRPL51	CAL51
9	131591014	2	38570654	C9orf114	ATL2	CAL51
X	15863502	2	55777142	AP1S2	SMEK2	CAL51
6	42019251	20	45891172	TAF8	ZMYND8	VMRC-LCD
12	15475735	2	15330527	PTPRO	NBAS	VMRC-LCD
5	140071341	2	15757368	HARS2	DDX1	VMRC-LCD
4	891821	4	672447	GAK	MYL5	VMRC-LCD
16	67914119	20	62630398	EDC4	PRPF6	VMRC-LCD
6	18264074	2	99988119	DEK	EIF5B	VMRC-LCD
20	6015201	20	1143774	CRLS1	PSMF1	VMRC-LCD
20	62365091	20	62318991	ZGPAT	RTEL1	SW1573
12	104733051	12	105150727	TXNRD1	CHST11	SW1573
4	99579297	4	100063931	TSPAN5	ADH4	SW1573
5	131927726	5	112896777	RAD50	YTHDC2	SW1573
19	46196814	9	15486929	QPCTL	PSIP1	SW1573
10	930387	7	128801520	LARP4B	TSPAN33	SW1573
12	66221867	16	89713739	HMGA2	CHMP1A	SW1573
6	35265729	7	76054369	DEF6	ZP3	SW1573
7	141255367	7	140402666	AGK	NDUFB2	SW1573
4	466364	19	54710144	ZNF721	RPS9	RERF-LC-OK
12	104341208	12	6878769	HSP90B1	PTMS	RERF-LC-OK
14	102549371	14	102467291	HSP90AA1	DYNC1H1	RERF-LC-OK
20	30115385	20	30954187	HM13	ASXL1	RERF-LC-OK
4	89300272	4	151408986	HERC6	LRBA	RERF-LC-OK
6	131206236	21	34945614	EPB41L2	SON	RERF-LC-OK
17	57697534	17	57987923	CLTC	RPS6KB1	RERF-LC-OK
18	9914332	18	9859225	VAPA	RAB31	RERF-LC-KJ
1	95007093	5	179249958	F3	SQSTM1	RERF-LC-KJ
7	158534214	16	28403463	ESYT2	EIF3CL	RERF-LC-KJ
14	90752698	17	73237777	C14orf102	GGA3	RERF-LC-KJ
9	108510471	9	108377559	TMEM38B	FKTN	NCI-H650
15	41669502	1	156705517	NUSAP1	RRNAD1	NCI-H650
21	34787327	21	34721397	IFNGR2	IFNAR1	NCI-H650
12	41353036	12	123780597	CNTN1	SBNO1	NCI-H650
21	27264034	12	28636985	APP	CCDC91	NCI-H650
22	24210828	22	21235337	SLC2A11	SNAP29	NCI-H596
14	103167667	17	57049493	RCOR1	PPM1E	NCI-H596
22	20905774	22	19906527	MED15	TXNRD2	NCI-H596
20	47836078	20	33867921	DDX27	EIF6	NCI-H596
5	142500712	5	137897478	ARHGAP26	HSPA9	NCI-H596
17	57816308	17	57758273	VMP1	CLTC	NCI-H522
19	34925873	19	34884153	UBA2	GPI	NCI-H522
12	120703420	12	120785317	PXN	MSI1	NCI-H522
20	3731554	16	47165936	HSPA12B	NETO2	NCI-H522
2	213403173	2	213921823	ERBB4	IKZF2	NCI-H522
2	213403173	16	31199646	ERBB4	FUS	NCI-H522
10	68940075	10	93185038	CTNNA3	HECTD2	NCI-H522
1	103540174	20	3899318	COL11A1	PANK2	NCI-H522
1	103540174	1	185274775	COL11A1	IVNS1ABP	NCI-H522
19	45543569	19	45480600	CLASRP	CLPTM1	NCI-H522
14	90752698	14	90866409	C14orf102	CALM1	NCI-H522
3	47814307	14	105818715	SMARCC1	PACS2	KARPAS-620
19	17972281	19	3981450	RPL18A	EEF2	KARPAS-620
1	78414840	1	185274775	FUBP1	IVNS1ABP	KARPAS-620
1	203652526	11	62105439	ATP2B4	ASRGL1	KARPAS-620
4	99579297	4	99823133	TSPAN5	EIF4E	NCI-H520
10	70967697	10	70922162	SUPV3L1	VPS26A	NCI-H520
20	9319684	20	8862269	PLCB4	PLCB1	NCI-H520
1	10535059	1	10463128	PEX14	PGD	NCI-H520
5	138653410	5	137708363	MATR3	KDM3B	NCI-H520
19	10792005	17	38548989	ILF3	TOP2A	NCI-H520
5	137904614	5	177569584	HSPA9	RMND5B	NCI-H520
18	67068546	18	66541906	DOK6	CCDC102B	NCI-H520
9	34179238	17	75483506	UBAP1	SEPT9	NCI-H441
10	82249070	10	81841597	TSPAN14	C10orf57	NCI-H441
2	169730095	2	169952054	SPC25	DHRS9	NCI-H441
2	232325380	2	102459071	NCL	MAP4K4	NCI-H441
7	116340338	7	115874588	MET	TES	NCI-H441
1	37974879	1	41582682	MEAF6	SCMH1	NCI-H441
2	37373996	2	37398733	EIF2AK2	SULT6B1	NCI-H441
15	49493447	15	52906054	GALK2	FAM214A	NCI-H358
4	78987170	4	108930915	FRAS1	HADH	NCI-H358
11	111612777	5	1282739	PPP2R1B	TERT	NCI-H292
19	18794638	11	95826681	CRTC1	MAML2	NCI-H292
17	57970686	17	57895073	RPS6KB1	VMP1	NCI-H226
2	29092445	2	29519923	TRMT61B	ALK	NCI-H2228
7	127631109	7	117267576	SND1	CFTR	NCI-H2228
9	98268689	7	139060808	PTCH1	LUC7L2	NCI-H2228
12	121125334	10	14572514	MLEC	FAM107B	NCI-H2228
7	1498820	16	29814090	MICALL2	KIF22	NCI-H2228
2	157352727	2	55459944	GPD2	RPS27A	NCI-H2228
2	42491871	2	29446394	EML4	ALK	NCI-H2228
