fusionTranscriptID	fusionGeneID	breakpointID	strand1	strand2	site1	site2	type	confidence	sampleID	toolID
DENR::AC005828.7__12:122765372-17:63332291	DENR::AC005828.7	12:122765372-17:63332291	+	-	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E2-A153	FusionCatcher
CHP1::ACTB__15:41270618-7:5527611	CHP1::ACTB	15:41270618-7:5527611	+	-	CDS(truncated)	UTR	.	.	TCGA-E2-A153	FusionCatcher
CIRBP::PTP4A2__19:1272777-1:31919483	CIRBP::PTP4A2	19:1272777-1:31919483	+	-	UTR	UTR	.	.	TCGA-E2-A153	FusionCatcher
PDLIM5::AL354740.1__4:94656911-6:34263276	PDLIM5::AL354740.1	4:94656911-6:34263276	+	+	UTR	exonic(no-known-CDS)	.	.	TCGA-E2-A153	FusionCatcher
PVT1::PCAT1__8:127939676-8:127398893	PVT1::PCAT1	8:127939676-8:127398893	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E2-A158	FusionCatcher
CSTL1::MYH11__20:23440899-16:15708841	CSTL1::MYH11	20:23440899-16:15708841	+	-	UTR	CDS(truncated)	.	.	TCGA-E2-A158	FusionCatcher
ECHDC3::KCNJ16__10:11755608-17:70101605	ECHDC3::KCNJ16	10:11755608-17:70101605	+	+	CDS(truncated)	UTR	.	.	TCGA-E2-A158	FusionCatcher
RINL::VHL__19:38868023-3:10152311	RINL::VHL	19:38868023-3:10152311	-	+	UTR	UTR	.	.	TCGA-E2-A158	FusionCatcher
DYNC1H1::MYH11__14:102000717-16:15708841	DYNC1H1::MYH11	14:102000717-16:15708841	+	-	UTR	CDS(truncated)	.	.	TCGA-E2-A158	FusionCatcher
EBF1::ADIPOQ__5:158969801-3:186857897	EBF1::ADIPOQ	5:158969801-3:186857897	-	+	intronic	UTR	.	.	TCGA-E2-A15I	FusionCatcher
LINC01632::AP005901.5__1:144641487-18:15185935	LINC01632::AP005901.5	1:144641487-18:15185935	-	-	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E2-A15I	FusionCatcher
ADIPOQ::TLX3__3:186856488-5:171329282	ADIPOQ::TLX3	3:186856488-5:171329282	+	+	UTR	intergenic	.	.	TCGA-E2-A15I	FusionCatcher
ASPA::AC087392.3__17:3500509-17:765030	ASPA::AC087392.3	17:3500509-17:765030	+	-	UTR	exonic(no-known-CDS)	.	.	TCGA-E2-A15I	FusionCatcher
DCN::PCOLCE2__12:91145736-3:142843309	DCN::PCOLCE2	12:91145736-3:142843309	-	-	UTR	CDS(no-known-start-or-end)	.	.	TCGA-E2-A15I	FusionCatcher
FAM157A::NOSIP__3:198208387-19:49560692	FAM157A::NOSIP	3:198208387-19:49560692	+	-	exonic(no-known-CDS)	UTR	.	.	TCGA-E2-A15I	FusionCatcher
GSN::NAP1L1__9:121248323-12:76050653	GSN::NAP1L1	9:121248323-12:76050653	+	-	UTR	CDS(truncated)	.	.	TCGA-E2-A15I	FusionCatcher
ITM2B::AC093010.2__13:48261388-3:114329714	ITM2B::AC093010.2	13:48261388-3:114329714	+	-	UTR	exonic(no-known-CDS)	.	.	TCGA-E2-A15I	FusionCatcher
C19MC::RPLP1__19:53775621-15:69452927	C19MC::RPLP1	19:53775621-15:69452927	+	+	---	UTR	.	.	TCGA-E2-A15K	FusionCatcher
RPLP1::C19MC__15:69452945-19:53775488	RPLP1::C19MC	15:69452945-19:53775488	+	+	UTR	---	.	.	TCGA-E2-A15K	FusionCatcher
RPLP1::C19MC__15:69455536-19:53775830	RPLP1::C19MC	15:69455536-19:53775830	+	+	UTR	---	.	.	TCGA-E2-A15K	FusionCatcher
MECOM::RPL22__3:169483889-1:6197744	MECOM::RPL22	3:169483889-1:6197744	-	-	intronic	CDS(truncated)	.	.	TCGA-E2-A15K	FusionCatcher
MECOM::RPL22__3:169483889-1:6197696	MECOM::RPL22	3:169483889-1:6197696	-	-	intronic	CDS(truncated)	.	.	TCGA-E2-A15K	FusionCatcher
RPL22::MECOM__1:6186634-3:169483707	RPL22::MECOM	1:6186634-3:169483707	-	-	UTR	intronic	.	.	TCGA-E2-A15K	FusionCatcher
ADCY3::PTRHD1__2:24820724-2:24790581	ADCY3::PTRHD1	2:24820724-2:24790581	-	-	in-frame	.	.	.	TCGA-E2-A15M	FusionCatcher
CDC14B::DUSP14__9:96619219-17:37510677	CDC14B::DUSP14	9:96619219-17:37510677	-	+	CDS(truncated)	UTR	.	.	TCGA-E2-A15M	FusionCatcher
AC008269.1::CPO__2:206879440-2:206949617	AC008269.1::CPO	2:206879440-2:206949617	+	+	exonic(no-known-CDS)	CDS(truncated)	.	.	TCGA-E2-A1BC	FusionCatcher
CIDEA::PLA2G6__18:12264453-22:38132111	CIDEA::PLA2G6	18:12264453-22:38132111	+	-	CDS(truncated)	UTR	.	.	TCGA-E2-A1BC	FusionCatcher
MECOM::RPL22__3:169483881-1:6197678	MECOM::RPL22	3:169483881-1:6197678	-	-	intronic	CDS(truncated)	.	.	TCGA-E2-A1BC	FusionCatcher
PGBD4::MCAM__15:34106277-11:119309147	PGBD4::MCAM	15:34106277-11:119309147	+	-	UTR	UTR	.	.	TCGA-E2-A1BC	FusionCatcher
RPL22::MECOM__1:6192975-3:169483956	RPL22::MECOM	1:6192975-3:169483956	-	-	CDS(truncated)	intronic	.	.	TCGA-E2-A1BC	FusionCatcher
RPL22::MECOM__1:6193032-3:169484002	RPL22::MECOM	1:6193032-3:169484002	-	-	CDS(truncated)	intronic	.	.	TCGA-E2-A1BC	FusionCatcher
GOLGA4::IGH@__3:37366243-14:106654369	GOLGA4::IGH@	3:37366243-14:106654369	+	-	UTR	---	.	.	TCGA-E2-A1IG	FusionCatcher
CAPZA2::ACACB__7:116861350-12:109222507	CAPZA2::ACACB	7:116861350-12:109222507	+	+	UTR	CDS(truncated)	.	.	TCGA-E2-A1IG	FusionCatcher
FASN::RTN4__17:82085238-2:54973867	FASN::RTN4	17:82085238-2:54973867	-	-	out-of-frame	.	.	.	TCGA-E2-A1IG	FusionCatcher
PIBF1::KLF5__13:72998995-13:73061861	PIBF1::KLF5	13:72998995-13:73061861	+	+	in-frame	.	.	.	TCGA-E2-A1IG	FusionCatcher
SORBS1::DHRSX__10:95561320-X:2261767	SORBS1::DHRSX	10:95561320-X:2261767	-	-	UTR	UTR	.	.	TCGA-E2-A1IG	FusionCatcher
TFG::ADGRG7__3:100720058-3:100629598	TFG::ADGRG7	3:100720058-3:100629598	+	+	in-frame	.	.	.	TCGA-E2-A1L7	FusionCatcher
CU634019.5::CU633967.1__21:6995222-21:5590019	CU634019.5::CU633967.1	21:6995222-21:5590019	-	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E2-A1LB	FusionCatcher
MFGE8::HAPLN3__15:88899375-15:88887345	MFGE8::HAPLN3	15:88899375-15:88887345	-	-	UTR	CDS(truncated)	.	.	TCGA-E2-A1LB	FusionCatcher
ACTN1::RPL12__14:68874507-9:127447757	ACTN1::RPL12	14:68874507-9:127447757	-	-	UTR	UTR	.	.	TCGA-E2-A1LB	FusionCatcher
TRIM2::SOX9-AS1__4:153336130-17:72155009	TRIM2::SOX9-AS1	4:153336130-17:72155009	+	-	UTR	intronic	.	.	TCGA-E2-A1LB	FusionCatcher
NSRP1::TAOK1__17:30163162-17:29451455	NSRP1::TAOK1	17:30163162-17:29451455	+	+	UTR	UTR	.	.	TCGA-E2-A1LB	FusionCatcher
IGSF3::GGT1__1:116616080-22:24609965	IGSF3::GGT1	1:116616080-22:24609965	-	+	CDS(truncated)	UTR	.	.	TCGA-E2-A1LB	FusionCatcher
LZIC::ZNF195__1:9928243-11:3361988	LZIC::ZNF195	1:9928243-11:3361988	-	-	UTR	CDS(no-known-start-or-end)	.	.	TCGA-E2-A1LH	FusionCatcher
CEL::CELP__9:133069259-9:133086786	CEL::CELP	9:133069259-9:133086786	+	+	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E2-A1LH	FusionCatcher
CELP::CEL__9:133085043-9:133070987	CELP::CEL	9:133085043-9:133070987	+	+	exonic(no-known-CDS)	CDS(truncated)	.	.	TCGA-E2-A1LH	FusionCatcher
NFU1::AC096669.1__2:69400364-2:107405987	NFU1::AC096669.1	2:69400364-2:107405987	-	+	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E2-A1LH	FusionCatcher
AC025470.2::LINCR-0003__5:57494225-5:57614177	AC025470.2::LINCR-0003	5:57494225-5:57614177	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E2-A1LS	FusionCatcher
PLAAT3::AL358113.1__11:63590100-9:69035747	PLAAT3::AL358113.1	11:63590100-9:69035747	-	+	CDS(truncated)	UTR	.	.	TCGA-E2-A1LS	FusionCatcher
LINC01402::RHOXF1__X:120117862-X:120115906	LINC01402::RHOXF1	X:120117862-X:120115906	-	-	exonic(no-known-CDS)	UTR	.	.	TCGA-E2-A1LS	FusionCatcher
ATP5MC2::HYDIN__12:53669148-16:71204057	ATP5MC2::HYDIN	12:53669148-16:71204057	-	-	CDS(truncated)	UTR	.	.	TCGA-E2-A1LS	FusionCatcher
PDE3B::MECP2__11:14771987-X:154048279	PDE3B::MECP2	11:14771987-X:154048279	+	-	CDS(truncated)	UTR	.	.	TCGA-E2-A1LS	FusionCatcher
SCD::CAVIN1__10:100351794-17:42403323	SCD::CAVIN1	10:100351794-17:42403323	+	-	intronic	UTR	.	.	TCGA-E2-A1LS	FusionCatcher
TSPAN15::AL513166.1__10:69506240-1:72463239	TSPAN15::AL513166.1	10:69506240-1:72463239	+	+	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E2-A1LS	FusionCatcher
FBXO30-DT::AC091691.3__6:145828420-18:71197938	FBXO30-DT::AC091691.3	6:145828420-18:71197938	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E2-A1LS	FusionCatcher
GSN::GTF2I__9:121248323-7:74689124	GSN::GTF2I	9:121248323-7:74689124	+	+	UTR	CDS(truncated)	.	.	TCGA-E2-A1LS	FusionCatcher
GSN::GTF2I__9:121332842-7:74657667	GSN::GTF2I	9:121332842-7:74657667	+	+	UTR	UTR	.	.	TCGA-E2-A1LS	FusionCatcher
OCIAD1::ANAPC5__4:48857252-12:121328835	OCIAD1::ANAPC5	4:48857252-12:121328835	+	-	CDS(complete)	UTR	.	.	TCGA-E2-A1LS	FusionCatcher
SPTBN1::DGAT2__2:54637803-11:75784618	SPTBN1::DGAT2	2:54637803-11:75784618	+	+	out-of-frame	.	.	.	TCGA-E2-A1LS	FusionCatcher
LDLRAD4::AC055840.1__18:13278188-18:36421483	LDLRAD4::AC055840.1	18:13278188-18:36421483	+	-	UTR	exonic(no-known-CDS)	.	.	TCGA-E9-A1N4	FusionCatcher
CCL28::CCND3__5:43381964-6:41969566	CCL28::CCND3	5:43381964-6:41969566	-	-	CDS(truncated)	intronic	.	.	TCGA-E9-A1N4	FusionCatcher
AHNAK::AZGP1__11:62469541-7:99968430	AHNAK::AZGP1	11:62469541-7:99968430	-	-	intronic	CDS(truncated)	.	.	TCGA-E9-A1N4	FusionCatcher
IL3RA::CSF2RA__X:1383496-X:1261883	IL3RA::CSF2RA	X:1383496-X:1261883	+	+	intergenic	intergenic	.	.	TCGA-E9-A1N4	FusionCatcher
TIMM23B::BMS1P4-AGAP5__10:49973142-10:73699277	TIMM23B::BMS1P4-AGAP5	10:49973142-10:73699277	+	-	UTR	intronic	.	.	TCGA-E9-A1N4	FusionCatcher
ZNF720::AL390728.4__16:31713435-1:247200193	ZNF720::AL390728.4	16:31713435-1:247200193	+	-	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1N4	FusionCatcher
HP1BP3::LINC02595__1:20743918-X:45847765	HP1BP3::LINC02595	1:20743918-X:45847765	-	-	UTR	exonic(no-known-CDS)	.	.	TCGA-E9-A1N4	FusionCatcher
LINC01087::LINC01297__2:131638205-14:19382156	LINC01087::LINC01297	2:131638205-14:19382156	+	-	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1N4	FusionCatcher
POGZ::ACSL3__1:151403219-2:222876318	POGZ::ACSL3	1:151403219-2:222876318	-	+	UTR	intronic	.	.	TCGA-E9-A1N4	FusionCatcher
CWF19L1::AL109615.2__10:100233156-6:44069517	CWF19L1::AL109615.2	10:100233156-6:44069517	-	+	UTR	exonic(no-known-CDS)	.	.	TCGA-E9-A1N4	FusionCatcher
SPINT1-AS1::PPP1R14D__15:40836118-15:40816253	SPINT1-AS1::PPP1R14D	15:40836118-15:40816253	-	-	exonic(no-known-CDS)	CDS(truncated)	.	.	TCGA-E9-A1N4	FusionCatcher
CIRBP::FAM174C__19:1274440-19:1277183	CIRBP::FAM174C	19:1274440-19:1277183	+	+	UTR	CDS(truncated)	.	.	TCGA-E9-A1N5	FusionCatcher
CTSC::RAB38__11:88296133-11:88149955	CTSC::RAB38	11:88296133-11:88149955	-	-	in-frame	.	.	.	TCGA-E9-A1N6	FusionCatcher
NBPF3::NBPF13P__1:21482535-1:147110847	NBPF3::NBPF13P	1:21482535-1:147110847	+	-	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1N9	FusionCatcher
NBPF15::NBPF13P__1:144423870-1:147110847	NBPF15::NBPF13P	1:144423870-1:147110847	-	-	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1N9	FusionCatcher
APOD::AZGP1__3:195575704-7:99968430	APOD::AZGP1	3:195575704-7:99968430	-	-	intronic	CDS(truncated)	.	.	TCGA-E9-A1N9	FusionCatcher
HSD3BP1::HSD3B1__1:119467365-1:119511503	HSD3BP1::HSD3B1	1:119467365-1:119511503	+	+	exonic(no-known-CDS)	CDS(truncated)	.	.	TCGA-E9-A1N9	FusionCatcher
AC096996.2::ABCC12__16:48165693-16:48146474	AC096996.2::ABCC12	16:48165693-16:48146474	-	-	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1N9	FusionCatcher
RIPK1::SERPINB9__6:3064059-6:2900621	RIPK1::SERPINB9	6:3064059-6:2900621	+	-	UTR	UTR	.	.	TCGA-E9-A1N9	FusionCatcher
AP003119.1::GUCY2EP__11:76768110-11:76713186	AP003119.1::GUCY2EP	11:76768110-11:76713186	-	-	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1N9	FusionCatcher
APOD::ERBB2__3:195577062-17:39715286	APOD::ERBB2	3:195577062-17:39715286	-	+	in-frame	.	.	.	TCGA-E9-A1N9	FusionCatcher
APOD::SCP2__3:195577062-1:52974769	APOD::SCP2	3:195577062-1:52974769	-	+	out-of-frame	.	.	.	TCGA-E9-A1N9	FusionCatcher
GPCPD1::LINC00654__20:5557945-20:5501863	GPCPD1::LINC00654	20:5557945-20:5501863	-	-	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1N9	FusionCatcher
LINC00624::FMO5__1:147514338-1:147225066	LINC00624::FMO5	1:147514338-1:147225066	-	-	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1N9	FusionCatcher
SENP3-EIF4A1::IGKC__17:7567004-2:88857683	SENP3-EIF4A1::IGKC	17:7567004-2:88857683	+	-	CDS(truncated)	CDS(no-known-start-or-end)	.	.	TCGA-E9-A1N9	FusionCatcher
TMBIM6::TNS1__12:49743565-2:217813307	TMBIM6::TNS1	12:49743565-2:217813307	+	-	UTR	CDS(truncated)	.	.	TCGA-E9-A1N9	FusionCatcher
ZNF665::FAM76A__19:53191719-1:27732603	ZNF665::FAM76A	19:53191719-1:27732603	-	+	UTR	CDS(truncated)	.	.	TCGA-E9-A1N9	FusionCatcher
NHSL2::TPT1__X:72160500-13:45337232	NHSL2::TPT1	X:72160500-13:45337232	+	-	UTR	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
TPT1::NHSL2__13:45340046-X:72159970	TPT1::NHSL2	13:45340046-X:72159970	-	+	CDS(truncated)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB2__16:2097728-16:11937668	PKD1::NPIPB2	16:2097728-16:11937668	-	-	out-of-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB2__16:2097868-16:11937668	PKD1::NPIPB2	16:2097868-16:11937668	-	-	in-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB2__16:2097728-16:11942114	PKD1::NPIPB2	16:2097728-16:11942114	-	-	CDS(complete)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB4__16:2097728-16:21847541	PKD1::NPIPB4	16:2097728-16:21847541	-	-	out-of-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB4__16:2097868-16:21847541	PKD1::NPIPB4	16:2097868-16:21847541	-	-	in-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB12__16:2097728-16:29495607	PKD1::NPIPB12	16:2097728-16:29495607	-	-	out-of-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB12__16:2097868-16:29495607	PKD1::NPIPB12	16:2097868-16:29495607	-	-	in-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB3__16:2097728-16:21415085	PKD1::NPIPB3	16:2097728-16:21415085	-	-	out-of-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB3__16:2097868-16:21415085	PKD1::NPIPB3	16:2097868-16:21415085	-	-	in-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB5__16:2097728-16:22523820	PKD1::NPIPB5	16:2097728-16:22523820	-	+	out-of-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB5__16:2097868-16:22523820	PKD1::NPIPB5	16:2097868-16:22523820	-	+	in-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB13__16:2097728-16:30235579	PKD1::NPIPB13	16:2097728-16:30235579	-	-	out-of-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB13__16:2097868-16:30235579	PKD1::NPIPB13	16:2097868-16:30235579	-	-	in-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
WASH8P::WASHC1__12:26801-9:18174	WASH8P::WASHC1	12:26801-9:18174	-	-	exonic(no-known-CDS)	CDS(truncated)	.	.	TCGA-E9-A1NA	FusionCatcher
WASHC1::WASH8P__9:24851-12:18183	WASHC1::WASH8P	9:24851-12:18183	-	-	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
WASHC1::WASH8P__9:18028-12:17170	WASHC1::WASH8P	9:18028-12:17170	-	-	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
AC138035.1::LINC01002__5:181306652-19:211715	AC138035.1::LINC01002	5:181306652-19:211715	+	-	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
AC233699.1::TBC1D3__17:36320547-17:38191030	AC233699.1::TBC1D3	17:36320547-17:38191030	+	-	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
AC233699.1::TBC1D3C__17:36320547-17:38067067	AC233699.1::TBC1D3C	17:36320547-17:38067067	+	-	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
AC233699.1::TBC1D3D__17:36320547-17:38005560	AC233699.1::TBC1D3D	17:36320547-17:38005560	+	+	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
AC233699.1::TBC1D3E__17:36320547-17:38129495	AC233699.1::TBC1D3E	17:36320547-17:38129495	+	+	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
AC233699.1::TBC1D3G__17:36320547-17:36325411	AC233699.1::TBC1D3G	17:36320547-17:36325411	+	+	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
AC233699.1::TBC1D3H__17:36320547-17:36386896	AC233699.1::TBC1D3H	17:36320547-17:36386896	+	-	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
AC233699.1::TBC1D3I__17:36320547-17:36262986	AC233699.1::TBC1D3I	17:36320547-17:36262986	+	-	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
AC233699.1::TBC1D3K__17:36320547-17:37925999	AC233699.1::TBC1D3K	17:36320547-17:37925999	+	+	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
AC233699.1::TBC1D3L__17:36320547-17:37987521	AC233699.1::TBC1D3L	17:36320547-17:37987521	+	-	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB9__16:2097728-16:28762251	PKD1::NPIPB9	16:2097728-16:28762251	-	+	out-of-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB9__16:2097868-16:28762251	PKD1::NPIPB9	16:2097868-16:28762251	-	+	in-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB7__16:2097728-16:28466902	PKD1::NPIPB7	16:2097728-16:28466902	-	-	out-of-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
PKD1::NPIPB7__16:2097868-16:28466902	PKD1::NPIPB7	16:2097868-16:28466902	-	-	in-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
TIPIN::RPL9P7__15:66379457-X:23837041	TIPIN::RPL9P7	15:66379457-X:23837041	-	-	UTR	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
WASH2P::WASHC1__2:113588703-9:18174	WASH2P::WASHC1	2:113588703-9:18174	+	-	exonic(no-known-CDS)	CDS(truncated)	.	.	TCGA-E9-A1NA	FusionCatcher
WASH2P::WASHC1__2:113595515-9:17166	WASH2P::WASHC1	2:113595515-9:17166	+	-	exonic(no-known-CDS)	CDS(truncated)	.	.	TCGA-E9-A1NA	FusionCatcher
WASH3P::WASHC1__15:101966223-9:18174	WASH3P::WASHC1	15:101966223-9:18174	+	-	exonic(no-known-CDS)	CDS(truncated)	.	.	TCGA-E9-A1NA	FusionCatcher
WASH3P::WASHC1__15:101973047-9:17166	WASH3P::WASHC1	15:101973047-9:17166	+	-	exonic(no-known-CDS)	CDS(truncated)	.	.	TCGA-E9-A1NA	FusionCatcher
WASHC1::WASH2P__9:24851-2:113595369	WASHC1::WASH2P	9:24851-2:113595369	-	+	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
WASHC1::WASH2P__9:18028-2:113596381	WASHC1::WASH2P	9:18028-2:113596381	-	+	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
WASHC1::WASH3P__9:24851-15:101972901	WASHC1::WASH3P	9:24851-15:101972901	-	+	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
WASHC1::WASH3P__9:18028-15:101973905	WASHC1::WASH3P	9:18028-15:101973905	-	+	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
WASHC1::WASH3P__9:24851-15:101972408	WASHC1::WASH3P	9:24851-15:101972408	-	+	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
ZNF761::ZNF83__19:53449638-19:52616815	ZNF761::ZNF83	19:53449638-19:52616815	+	-	in-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
ZNF765::ZNF83__19:53402191-19:52616815	ZNF765::ZNF83	19:53402191-19:52616815	+	-	in-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
ZNF813::ZNF83__19:53486758-19:52616815	ZNF813::ZNF83	19:53486758-19:52616815	+	-	in-frame	.	.	.	TCGA-E9-A1NA	FusionCatcher
AL732372.2::AL669831.1__1:502862-1:744391	AL732372.2::AL669831.1	1:502862-1:744391	-	-	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
AC138035.1::AL732372.2__5:181306652-1:504933	AC138035.1::AL732372.2	5:181306652-1:504933	+	-	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
AL732372.2::AC138035.1__1:502862-5:181316290	AL732372.2::AC138035.1	1:502862-5:181316290	-	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
LINC01881::AL133216.1__2:242119057-10:38457681	LINC01881::AL133216.1	2:242119057-10:38457681	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
AC004980.3::AC211476.4__7:76524698-7:73065529	AC004980.3::AC211476.4	7:76524698-7:73065529	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
AC211476.4::AC004980.3__7:73067927-7:76527764	AC211476.4::AC004980.3	7:73067927-7:76527764	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
AC233699.1::TBC1D3B__17:36320547-17:36175051	AC233699.1::TBC1D3B	17:36320547-17:36175051	+	-	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
AC233699.1::TBC1D3F__17:36320547-17:36437982	AC233699.1::TBC1D3F	17:36320547-17:36437982	+	-	exonic(no-known-CDS)	UTR	.	.	TCGA-E9-A1NA	FusionCatcher
LINC01881::FAM157C__2:242119057-16:90177717	LINC01881::FAM157C	2:242119057-16:90177717	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
WASH4P::WASH6P__16:17604-X:156023012	WASH4P::WASH6P	16:17604-X:156023012	-	+	exonic(no-known-CDS)	CDS(truncated)	.	.	TCGA-E9-A1NA	FusionCatcher
WASH6P::WASH4P__X:156022145-16:16738	WASH6P::WASH4P	X:156022145-16:16738	+	-	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
LINC01881::AC069287.1__2:242119057-11:121426	LINC01881::AC069287.1	2:242119057-11:121426	+	-	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
LINC01881::AC096582.1__2:242119057-7:45820922	LINC01881::AC096582.1	2:242119057-7:45820922	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
LINC01881::AC138035.2__2:242119057-5:181333743	LINC01881::AC138035.2	2:242119057-5:181333743	+	+	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
LINC01881::AL669831.3__2:242119057-1:720200	LINC01881::AL669831.3	2:242119057-1:720200	+	-	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
LINC01881::AL732372.2__2:242119057-1:485208	LINC01881::AL732372.2	2:242119057-1:485208	+	-	exonic(no-known-CDS)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
LINC01881::SEPTIN14__2:242119057-7:55796092	LINC01881::SEPTIN14	2:242119057-7:55796092	+	-	exonic(no-known-CDS)	CDS(truncated)	.	.	TCGA-E9-A1NA	FusionCatcher
RPL12P38::HMGN2__17:60435178-1:26474651	RPL12P38::HMGN2	17:60435178-1:26474651	-	+	exonic(no-known-CDS)	CDS(truncated)	.	.	TCGA-E9-A1NA	FusionCatcher
WASH6P::WASH7P__X:156022145-1:17055	WASH6P::WASH7P	X:156022145-1:17055	+	-	CDS(truncated)	exonic(no-known-CDS)	.	.	TCGA-E9-A1NA	FusionCatcher
