fusionGenePair	tumorAnnotations
STIP1::P2RY6	Adenocarcinoma
STIP1::PAK1	Squamous cell carcinoma
STIP1::PC	Squamous cell carcinoma
STIP1::RTN3	Adenocarcinoma
STIP1::UBE2G1	Squamous cell carcinoma
STK10::SH3PXD2B	Adenocarcinoma
STK10::SLIT3	Adenocarcinoma
STK10::SNX2	Acute myeloid leukemia, NOS | Skin | Adenocarcinoma
STK10::UBTD2	Adenocarcinoma
STK11::ARHGAP45	Adenocarcinoma
STK11::AZU1	Adenocarcinoma
STK11::BSG	Adenocarcinoma
STK11::CBARP	Transitional cell carcinoma
STK11::GPX4	Adenocarcinoma
STK11::KDM4B	Adenocarcinoma
STK11::MIDN	Adenocarcinoma
STK11::NOSIP	Mesothelioma
STK11::SMARCD2	Adenocarcinoma
STK11::SRFBP1	Adenocarcinoma
STK11::TYK2	Adenocarcinoma
STK11IP::INHA	Adenocarcinoma
STK11IP::S100A16	Adenocarcinoma
STK16::PLCD4	Adenocarcinoma
STK17B::HECW2	Adenocarcinoma
STK19::LY6G6D	Adenocarcinoma
STK19::LY6G6F	Adenocarcinoma
STK24::ATF7	Adenocarcinoma
STK24::DOCK9	Adenocarcinoma
STK24::MPC2	Malignant melanoma
STK24::PDE1A	Adenocarcinoma
STK24::PIP5K1B	Adenocarcinoma
STK24::RUNX1	Adenocarcinoma
STK24::SLC15A1	Transitional cell carcinoma | Mature B-cell neoplasm, NOS
STK24::TMTC4	Transitional cell carcinoma
STK24::TRIQK	Adenocarcinoma
STK26::ZC4H2	Adenocarcinoma
STK31::ASIC2	Adenocarcinoma
STK32A::PDXDC1	Malignant melanoma
STK32A::SPINK5	Malignant melanoma
STK32B::GINS1	Malignant melanoma
STK32B::SMIM14	Squamous cell carcinoma
STK32C::ADGRA1	Adenocarcinoma
STK32C::PWWP2B	Malignant melanoma
STK33::CHRNB4	Mesothelioma
STK35::BRAF	Mesothelioma
STK35::CHD6	Adenocarcinoma
STK35::GP5	Adenocarcinoma
STK38::GMDS	Adenocarcinoma
STK38::SRSF3	Adenocarcinoma
STK38::TDRD7	Adenocarcinoma
STK38::ZNF184	Transitional cell carcinoma
STK38L::CCDC91	Adenocarcinoma
STK38L::SMCO2	Squamous cell carcinoma
STK38L::TMPRSS12	Adenocarcinoma
STK39::B3GALT1	Adenocarcinoma
STK39::BRAF	Adenocarcinoma
STK39::CCDC150	Adenocarcinoma
STK39::ITGB6	Adenocarcinoma
STK39::MAT1A	Adenocarcinoma
STK39::NCKAP5	Squamous cell carcinoma
STK39::PARVA	Squamous cell carcinoma
STK39::SCN3A	Adenocarcinoma
STK39::SCN7A	Mesothelioma
STK39::TMEM245	Astrocytoma, grade I-II
STK3::COX6C	Adenocarcinoma
STK3::CPQ	Adenocarcinoma
STK3::LRRC69	Squamous cell carcinoma
STK3::MRPL48	Transitional cell carcinoma
STK3::NIPAL2	Adenocarcinoma
STK3::PAQR3	Adenocarcinoma
STK3::POLR2K	Adenocarcinoma
STK3::RREB1	Adenocarcinoma
STK3::SLC26A7	Squamous cell carcinoma
STK3::SPRR2E	Adenocarcinoma
STK3::SULT1A3	Squamous cell carcinoma
STK3::SULT1A4	Squamous cell carcinoma
STK3::ZHX2	Adenocarcinoma
STK40::GPHN	Adenocarcinoma
STK40::MDM4	Adenocarcinoma
STK40::OSCP1	Mesenchymal tumor, NOS
STK4::CPM	Adenocarcinoma
STK4::PKIG	Adenocarcinoma
STK4::TSHZ2	Adenocarcinoma
STKLD1::DBH	Squamous cell carcinoma
STMN1::SPI1	Acute lymphoblastic leukemia/lymphoblastic lymphoma
STMN3::DGKG	Adenocarcinoma
STMN3::PTK6	Adenocarcinoma
STMP1::BRAF	Adenocarcinoma
STN1::COL17A1	Adenocarcinoma
STN1::PCGF3	Transitional cell carcinoma
STN1::SH3PXD2A	Squamous cell carcinoma
STN1::TM9SF3	Adenocarcinoma
STOM::DDX27	Adenocarcinoma
STOM::IDE	Adenocarcinoma
STOM::RC3H2	Malignant melanoma
STON2::RPGRIP1	Adenocarcinoma
STON2::SEL1L	Astrocytoma, grade III-IV/Glioblastoma
STON2::TJP2	Adenocarcinoma
STPG4::ALK	Adenocarcinoma
STRA6::NDUFAF1	Malignant epithelial tumor, special type
STRADA::GRB2	Adenocarcinoma
STRADA::LYZ	Squamous cell carcinoma
STRADB::NOP58	Adenocarcinoma
STRAP::MYO7A	Adenocarcinoma
STRBP::ASTN2	Adenocarcinoma
STRBP::ATG14	Adenocarcinoma
STRBP::DENND1A	Adenocarcinoma
STRBP::SLC35D2	Adenocarcinoma
STRIP1::AHCYL1	Adenocarcinoma
STRIP1::CSF1	Adenocarcinoma
STRIP1::LITAF	Adenocarcinoma
STRIP2::CTTNBP2	Astrocytoma, grade I-II
STRN3::BRAF	Benign nevus
STRN3::COCH	Squamous cell carcinoma
STRN3::EGLN3	Adenocarcinoma
STRN3::JAK2	Acute lymphoblastic leukemia/lymphoblastic lymphoma
STRN3::MAML3	Adenocarcinoma
STRN3::METTL3	Adenocarcinoma
STRN3::NTRK1	Adenocarcinoma
STRN3::NTRK3	Fibrosarcoma | Leiomyosarcoma | Endometrial stromal sarcoma
STRN3::PDGFRB	Skin | Acute myeloid leukemia, NOS
STRN3::PPP6R3	Adenocarcinoma
STRN3::PRKD1	Adenocarcinoma
STRN3::RARA	Acute promyelocytic leukemia (FAB type M3)
STRN3::RNASE10	Transitional cell carcinoma
STRN3::SNTG1	Adenocarcinoma
STRN4::AP2S1	Adenocarcinoma
STRN4::ERVV-2	Adenocarcinoma
STRN4::TECR	Adenocarcinoma
STRN4::UBE2S	Adenocarcinoma
STRN::ALK	Mesenchymal tumor, special type | Carcinoma, NOS | Benign epithelial tumor, special type | Inflammatory myofibroblastic tumor/myofibroblastic sarcoma | Adenocarcinoma | Mesothelioma
STRN::HEATR5B	Adenocarcinoma
STRN::NTRK2	Adenocarcinoma | Fibroblastic/myofibroblastic tumor, NOS | Astrocytoma, grade I-II
STRN::NTRK3	Fibrosarcoma
STRN::PDGFRA	Chronic eosinophilic leukemia/hypereosinophilic syndrome
STRN::SULT6B1	Adenocarcinoma
STT3B::EMC3	Astrocytoma, grade III-IV/Glioblastoma
STT3B::ZNF860	Transitional cell carcinoma
STUB1::MECP2	Adenocarcinoma
STUB1::RAB11FIP3	Adenocarcinoma
STUB1::RAB40C	Adenocarcinoma
STUB1::RHOT2	Adenocarcinoma
STUM::VTI1A	Adenocarcinoma
STX12::TMEM222	Squamous cell carcinoma
STX12::USP48	Malignant melanoma
STX12::WDTC1	Squamous cell carcinoma
STX16::GNAS	Squamous cell carcinoma
STX16::MYT1	Adenocarcinoma
STX16::NCOA5	Adenocarcinoma
STX16::RAE1	Adenocarcinoma
STX16::SIX4	Carcinoma, NOS
STX17::DAB2IP	Adenocarcinoma
STX17::NR4A3	Squamous cell carcinoma
STX18::LYAR	Adenocarcinoma
STX2::GRIN2B	Adenocarcinoma
STX3::MS4A15	Adenocarcinoma
STX3::OOSP1	Transitional cell carcinoma
STX3::PLEKHA7	Squamous cell carcinoma
STX5::ASIP	Adenocarcinoma
STX5::BSCL2	Adenocarcinoma
STX5::HMGA2	Embryonal rhabdomyosarcoma
STX5::PPP1R14B	Adenocarcinoma
STX5::SLC22A6	Adenocarcinoma
STX5::TAF6L	Mesenchymal tumor, NOS
STX5::WDR74	Squamous cell carcinoma
STX6::PRRC2C	Adenocarcinoma
STX6::SMYD3	Mesenchymal tumor, NOS
STX6::TNR	Squamous cell carcinoma
STX7::LMBRD1	Malignant melanoma
STX8::HSD17B4	Adenocarcinoma
STX8::MYOCD	Transitional cell carcinoma
STX8::RTN1	Adenocarcinoma
STX8::TMEM35A	Adenocarcinoma
STX8::TRIM16L	Astrocytoma, grade III-IV/Glioblastoma
STXBP1::CACNA2D2	Adenocarcinoma
STXBP1::LRSAM1	Adenocarcinoma
STXBP1::RALGPS1	Malignant epithelial tumor, special type
STXBP1::SOX13	Malignant epithelial tumor, special type
STXBP2::ARHGEF1	Adenocarcinoma
STXBP2::TRIM4	Adenocarcinoma
STXBP3::GPR61	Transitional cell carcinoma
STXBP4::GRN	Adenocarcinoma
STXBP4::MSI2	Adenocarcinoma
STXBP4::NIPA2	Adenocarcinoma
STXBP4::PPM1D	Adenocarcinoma
STXBP5::SAMD5	Malignant melanoma
STXBP5::SASH1	Mesenchymal tumor, NOS
STXBP5::TNFRSF19	Mesenchymal tumor, NOS
STXBP5L::EPHA3	Adenocarcinoma
STXBP5L::STAG1	Undifferentiated carcinoma, small cell
STXBP6::PLEKHA4	Adenocarcinoma
STXBP6::SLC44A4	Transitional cell carcinoma
STXBP6::ZNF410	Mesenchymal tumor, NOS
STYK1::GPR162	Adenocarcinoma
STYX::DAD1	Mesenchymal tumor, NOS
STYX::MDGA2	Adenocarcinoma
STYX::RTRAF	Adenocarcinoma
STYXL1::PRPF40B	Adenocarcinoma
SUB1::ECT2	Squamous cell carcinoma
SUB1::ELMO1	Malignant melanoma
SUB1::GHR	Malignant melanoma
SUCLA2::CASR	Adenocarcinoma
SUCLA2::CTTNBP2NL	Adenocarcinoma
SUCLA2::TINAG	Adenocarcinoma
SUCO::C12orf42	Mesenchymal tumor, NOS
SUCO::C1orf105	Adenocarcinoma
SUCO::CDH18	Mesenchymal tumor, NOS
SUCO::DARS2	Adenocarcinoma
SUCO::DENND1B	Mesenchymal tumor, NOS
SUCO::DNM3	Adenocarcinoma
SUCO::MYRFL	Mesenchymal tumor, NOS
SUCO::PRRC2C	Malignant epithelial tumor, special type
SUCO::RASAL2	Adenocarcinoma
SUCO::SND1	Adenocarcinoma
SUCO::TASL	Mesenchymal tumor, NOS
SUCO::ZCWPW2	Adenocarcinoma
SUDS3::CDK4	Astrocytoma, grade III-IV/Glioblastoma
SUFU::ADK	Mesothelioma | Squamous cell carcinoma
SUFU::ATP8A2	Malignant soft tissue tumor, NOS
SUFU::CYP17A1	Primitive neuroectodermal tumor/Medulloblastoma | Russia
SUFU::CYP26A1	Adenocarcinoma
SUFU::GBF1	Adenocarcinoma
SUFU::KCNH2	Adenocarcinoma
SUFU::WBP1L	Mesothelioma
SUFU::ZCCHC24	Astrocytoma, grade I-II
SUGCT::POU6F2	Adenocarcinoma
SUGCT::RALA	Germ cell tumor, NOS
SUGP1::CASP14	Adenocarcinoma
SUGP1::MEX3D	Adenocarcinoma
SUGP1::PEPD	Adenocarcinoma
SUGP1::TMEM221	Mesenchymal tumor, NOS
SUGP2::BORCS8	Adenocarcinoma
SUGP2::MEF2B	Adenocarcinoma
SULF1::ANKS1A	Adenocarcinoma
SULF1::C8orf34	Adenocarcinoma
SULF1::RPS29	Adenocarcinoma
SULF2::BCAS1	Adenocarcinoma
SULF2::DEXI	Adenocarcinoma
SULF2::GAB2	Adenocarcinoma
SULF2::PEX5L	Mesenchymal tumor, NOS
SULF2::PRICKLE2	Adenocarcinoma
SULF2::TSHZ2	Mesenchymal tumor, NOS
SULF2::WFDC3	Mesenchymal tumor, NOS
SULF2::ZNF217	Adenocarcinoma
SULT1B1::CSN2	Adenocarcinoma
SULT4A1::TFIP11	Malignant melanoma
SUMF1::CNTN4	Adenocarcinoma
SUMF2::EGFR	Adenocarcinoma
SUMF2::SEPTIN14	Astrocytoma, grade I-II
SUMO1::MBD5	Adenocarcinoma
SUMO2::ACOX1	Malignant epithelial tumor, special type
SUMO2::KCTD2	Squamous cell carcinoma
SUMO2::POLR2K	Adenocarcinoma
SUMO3::FAM83E	Adenocarcinoma
SUN1::ABHD16A	Malignant melanoma
SUN1::ICA1	Squamous cell carcinoma
SUN1::SI	Malignant melanoma
SUN2::GTPBP1	Astrocytoma, grade I-II
SUPT16H::CHD8	Squamous cell carcinoma
SUPT20H::ATP8A2	Mesenchymal tumor, NOS
SUPT4H1::CEP112	Adenocarcinoma
SUPT4H1::PSMD12	Adenocarcinoma
SUPT4H1::SEPTIN4	Adenocarcinoma
SUPT5H::ACVRL1	Squamous cell carcinoma
SUPT5H::ARHGEF19	Adenocarcinoma
SUPT5H::BRME1	Adenocarcinoma
SUPT5H::CALR3	Adenocarcinoma
SUPT5H::CATSPERG	Adenocarcinoma
SUPT5H::MED29	Adenocarcinoma
SUPT5H::NADSYN1	Adenocarcinoma
SUPT5H::PLEKHG2	Adenocarcinoma
SUPT5H::SAMD4B	Adenocarcinoma
SUPT5H::SIPA1L3	Adenocarcinoma
SUPT5H::ZSCAN5A	Adenocarcinoma
SUPT6H::MRO	Squamous cell carcinoma
SUPT6H::PRKCA	Adenocarcinoma
SUPT6H::SARM1	Transitional cell carcinoma
SUPT6H::TJP1	Adenocarcinoma
SUPT6H::UTP6	Adenocarcinoma
SUPT7L::RBKS	Adenocarcinoma | Squamous cell carcinoma
SUPV3L1::DDX21	Adenocarcinoma
SUPV3L1::VPS26A	Adenocarcinoma
SURF6::MED22	Mycosis fungoides/Sézary syndrome
SUSD1::UGCG	Adenocarcinoma
SUSD4::DEGS1	Adenocarcinoma
SUSD4::NVL	Adenocarcinoma
SUSD4::RYR2	Adenocarcinoma
SUSD6::PLEKHD1	Adenocarcinoma
SUSD6::RAD51B	Adenocarcinoma
SUSD6::RBM25	Acute lymphoblastic leukemia/lymphoblastic lymphoma
SUSD6::SIVA1	Transitional cell carcinoma
SUSD6::SLC39A9	Adenocarcinoma
SUSD6::SMOC1	Adenocarcinoma
SUSD6::TXNDC16	Adenocarcinoma
SUZ12::ADAP2	Malignant epithelial tumor, special type
SUZ12::LRRC37B	Squamous cell carcinoma
SUZ12::NF1	Adenocarcinoma
SUZ12::STAP2	Adenocarcinoma
SUZ12::TAC4	Adenocarcinoma
SUZ12::VANGL1	Malignant melanoma
SV2B::ALK	Adenocarcinoma
SV2B::AQP9	Astrocytoma, grade III-IV/Glioblastoma
SV2C::NMU	Adenocarcinoma
SVBP::EBNA1BP2	Squamous cell carcinoma
SVEP1::TJP2	Mesenchymal tumor, NOS
SVIL::KIAA1217	Mesenchymal tumor, NOS
SVIL::RFC5	Adenocarcinoma
SVIL::STAM	Mesenchymal tumor, NOS
SVIL::TAF3	Adenocarcinoma
SVOPL::BRAF	Adenocarcinoma
SWAP70::WEE1	Adenocarcinoma | Squamous cell carcinoma
SWAP70::ZNF143	Adenocarcinoma | Astrocytoma, grade I-II | Mature B-cell neoplasm, NOS
SWI5::DNM1	Adenocarcinoma
SWI5::RINT1	Adenocarcinoma
SWT1::COLGALT2	Mesenchymal tumor, NOS
SWT1::DCAF8	Transitional cell carcinoma
SYAP1::REPS2	Adenocarcinoma
SYBU::NUDCD1	Adenocarcinoma
SYCP2::BCAS1	Adenocarcinoma
SYCP2::ZMYND8	Adenocarcinoma
SYDE2::TCTN1	Mesenchymal tumor, NOS
SYF2::RHD	Adenocarcinoma
SYF2::USP48	Adenocarcinoma
SYK::AUH	Adenocarcinoma
SYMPK::CRYL1	Adenocarcinoma
SYMPK::DYRK1B	Adenocarcinoma
SYMPK::ELSPBP1	Astrocytoma, grade I-II
SYMPK::LSM4	Astrocytoma, grade I-II
SYMPK::MAP3K13	Adenocarcinoma
SYMPK::RPRD2	Adenocarcinoma
SYMPK::ZNF573	Squamous cell carcinoma
SYN1::ATAD1	Astrocytoma, grade I-II
SYN2::PPARG	Undifferentiated carcinoma, small cell | Acinic cell carcinoma
SYNCRIP::CDK19	Adenocarcinoma
SYNCRIP::SEMA3A	Adenocarcinoma
SYNE1::CACNA1C	Adenocarcinoma
SYNE1::ESR1	Mesenchymal tumor, NOS
SYNE1::METTL24	Adenocarcinoma
SYNE1::RGS17	Adenocarcinoma
SYNE2::ACTN1	Adenocarcinoma
SYNE2::ATG2B	Transitional cell carcinoma
SYNE2::CATSPERB	Adenocarcinoma
SYNE2::DMRTA1	Adenocarcinoma
SYNE2::GEMIN2	Adenocarcinoma
SYNE2::ITPK1	Squamous cell carcinoma
SYNE2::MIPOL1	Adenocarcinoma
SYNE2::PRORP	Adenocarcinoma
SYNE2::RTN1	Adenocarcinoma
SYNE3::GSC	Adenocarcinoma
SYNE4::THAP8	Adenocarcinoma
SYNGAP1::COL11A2	Adenocarcinoma
SYNGAP1::HSP90AB1	Astrocytoma, grade III-IV/Glioblastoma
SYNGR1::TAB1	Astrocytoma, grade I-II
SYNGR2::MSI2	Squamous cell carcinoma
SYNGR2::TMC8	Squamous cell carcinoma
SYNJ1::C21orf62	Adenocarcinoma
SYNJ1::PDE9A	Astrocytoma, grade I-II
SYNJ2::CDK19	Adenocarcinoma
SYNJ2::COX4I1	Adenocarcinoma
SYNJ2::GTF2H5	Adenocarcinoma
SYNJ2::KIF25	Adenocarcinoma
SYNJ2::MTUS2	Adenocarcinoma
SYNJ2::SCN11A	Transitional cell carcinoma
SYNJ2::ZDHHC14	Adenocarcinoma
SYNPO2::METTL14	Malignant epithelial tumor, special type | Embryonal nervous system tumor, special type
SYNPO2::TRIM24	Adenocarcinoma
SYNPO::NFYC	Adenocarcinoma
SYNRG::AATF	Mesothelioma
SYNRG::CCR7	Adenocarcinoma
SYNRG::CSH2	Adenocarcinoma
SYNRG::DDX52	Adenocarcinoma
SYNRG::FBXO47	Adenocarcinoma
SYNRG::IKZF3	Adenocarcinoma
SYNRG::KRT33A	Adenocarcinoma
SYNRG::MSI2	Adenocarcinoma
SYNRG::PIK3R5	Adenocarcinoma
SYNRG::PLXDC1	Adenocarcinoma
SYNRG::ROBO1	Squamous cell carcinoma
SYNRG::SHC2	Transitional cell carcinoma
SYNRG::TUBD1	Adenocarcinoma
SYNRG::ZNF384	Acute lymphoblastic leukemia/lymphoblastic lymphoma
SYPL1::AKR1D1	Adenocarcinoma
SYPL1::TMEM168	Squamous cell carcinoma
SYS1::IDO2	Transitional cell carcinoma
SYS1::TAF15	Astrocytoma, grade I-II
SYT12::TOP6BL	Adenocarcinoma
SYT14::HSD11B1	Malignant melanoma
SYT16::MNAT1	Transitional cell carcinoma
SYT16::PRELP	Astrocytoma, grade I-II
SYT1::ACSS3	Adenocarcinoma
SYT1::EPYC	Mesenchymal tumor, NOS
SYT1::FGD6	Atypical lipomatous tumor/atypical lipoma/well-differentiated liposarcoma
SYT1::METTL25	Atypical lipomatous tumor/atypical lipoma/well-differentiated liposarcoma
SYT1::PHKB	Mesenchymal tumor, NOS
SYT1::PPFIA2	Mesenchymal tumor, NOS
SYT1::RIC8B	Adenocarcinoma
SYT1::TBK1	Mesenchymal tumor, NOS
SYT2::KDM5B	Malignant epithelial tumor, special type | Embryonal nervous system tumor, special type
SYT7::AHNAK	Adenocarcinoma
SYT7::FADS3	Adenocarcinoma
SYT7::KCNK4	Adenocarcinoma
SYT7::PACS1	Adenocarcinoma
SYT7::RNF214	Malignant epithelial tumor, special type
SYT7::SDHAF2	Squamous cell carcinoma
SYT8::TNNI2	Transitional cell carcinoma
SYTL2::CHRM1	Adenocarcinoma
SYTL2::DOK5	Adenocarcinoma
SYTL2::PICALM	Adenocarcinoma
SYTL2::TMEM135	Adenocarcinoma
SYTL3::AIG1	Adenocarcinoma
SYTL3::SNX9	Adenocarcinoma
SYVN1::IGK	Multiple myeloma
SZRD1::PRDM2	Adenocarcinoma
SZT2::EIF2B3	Adenocarcinoma
TAB1::C22orf42	Malignant epithelial tumor, special type
TAB1::PHF21B	Malignant melanoma
TAB1::PICK1	Astrocytoma, grade III-IV/Glioblastoma
TAB1::SMG9	Adenocarcinoma
TAB2::CCNG2	Adenocarcinoma
TAB2::KCNU1	Mesenchymal tumor, NOS
TAB2::PAX7	Mesenchymal tumor, NOS
TAB2::PCMT1	Adenocarcinoma
TAB2::PPP1R14C	Transitional cell carcinoma
TAB2::SMIM8	Adenocarcinoma
TAB2::UST	Transitional cell carcinoma
TAB3::DMD	Adenocarcinoma
TACC1::ANKS1A	Adenocarcinoma
TACC1::CDK4	Liposarcoma, dedifferentiated
TACC1::MYBPC1	Mesenchymal tumor, NOS
TACC2::ATE1	Adenocarcinoma
TACC2::HS1BP3	Adenocarcinoma
TACC2::MICU1	Adenocarcinoma
TACC2::PLPP4	Adenocarcinoma
TACC2::ZNF365	Adenocarcinoma
TACC3::TMEM129	Malignant melanoma
TACSTD2::OMA1	Adenocarcinoma
TADA1::CADM3	Adenocarcinoma
TADA2A::C17orf78	Malignant melanoma
TADA2A::ERBB2	Carcinoma, NOS
TADA2A::GDPD4	Adenocarcinoma
TADA2A::MED24	Adenocarcinoma
TADA2A::MEF2B	Adenocarcinoma
TADA2A::MYO1D	Adenocarcinoma
TADA2A::NLK	Adenocarcinoma
TADA2A::NT5C3B	Adenocarcinoma
TADA2A::PLXDC1	Transitional cell carcinoma
TADA2A::SPACA3	Adenocarcinoma
TADA2A::STARD3	Adenocarcinoma
TAF12::ATAD3C	Adenocarcinoma
TAF12::RAB6A	Adenocarcinoma
TAF12::TPRG1	Squamous cell carcinoma
TAF13::LYPLA1	Mesenchymal tumor, NOS
TAF13::SORT1	Adenocarcinoma
TAF15::AP2B1	Adenocarcinoma
TAF15::ETV4	Undifferentiated round cell sarcoma
TAF15::MAN1A2	Adenocarcinoma
TAF15::NR4A3	Chondrosarcoma, myxoid
TAF15::PDK3	Adenocarcinoma
TAF15::PTRH2	Adenocarcinoma
TAF15::ZNF384	Bilineage or biphenotypic leukemia | Acute monoblastic leukemia with differentiation (FAB type M5b) | Acute lymphoblastic leukemia/lymphoblastic lymphoma | Acute myeloblastic leukemia without maturation (FAB type M1) | Egypt
TAF15::ZNHIT3	Adenocarcinoma
TAF1::ITGB1BP2	Squamous cell carcinoma
TAF1A::SLC12A7	Squamous cell carcinoma
TAF1B::FOSL2	Adenocarcinoma
TAF1B::NHEJ1	Astrocytoma, grade III-IV/Glioblastoma
TAF1B::SGCZ	Mesothelioma
TAF1D::PIK3CA	Undifferentiated carcinoma, small cell
TAF1D::TRIM49	Adenocarcinoma
TAF1D::TRIM49C	Adenocarcinoma
TAF2::ALDH16A1	Adenocarcinoma
TAF2::CLVS1	Mesenchymal tumor, NOS
TAF2::COL14A1	Osteosarcoma, NOS
TAF2::DEPTOR	Adenocarcinoma
TAF2::DSCC1	Adenocarcinoma
TAF2::SAMD12	Mature B-cell neoplasm, NOS
TAF3::APP	Transitional cell carcinoma
TAF3::DNAJC1	Adenocarcinoma
TAF3::KCNMA1	Adenocarcinoma
TAF3::SVIL	Malignant melanoma
TAF3::ZDHHC14	Adenocarcinoma
TAF3::ZNF365	Adenocarcinoma
TAF4::ALG10B	Squamous cell carcinoma
TAF4::B4GALT5	Adenocarcinoma
TAF4::BRIP1	Adenocarcinoma
TAF4::CDH22	Adenocarcinoma
TAF4::CDH4	Adenocarcinoma
TAF4::FAF1	Adenocarcinoma
TAF4::GATA5	Adenocarcinoma
TAF4::LAMA5	Transitional cell carcinoma
TAF4::LARGE1	Adenocarcinoma
TAF4::LSM14B	Adenocarcinoma
TAF4::MTG2	Adenocarcinoma
TAF4::NOL4L	Acute myeloblastic leukemia with maturation (FAB type M2)
TAF4::STX16	Squamous cell carcinoma
TAF4::TCFL5	Adenocarcinoma
TAF4::TSHZ2	Adenocarcinoma
TAF4B::AFG3L2	Acute myeloid leukemia, NOS | Skin
TAF4B::CHST9	Adenocarcinoma
TAF4B::NSG1	Mature B-cell neoplasm, NOS
TAF4B::WDR1	Adenocarcinoma
TAF6L::AKT3	Adenocarcinoma
TAF6L::GLYATL1	Adenocarcinoma
TAF6L::PCYT1A	Adenocarcinoma
TAF6L::SCGB1A1	Adenocarcinoma
TAF6L::TMEM109	Adenocarcinoma
TAF8::COL5A3	Astrocytoma, grade I-II
TAF8::CRISP1	Adenocarcinoma
TAF8::GRIP1	Malignant melanoma
TAF8::HFE	Transitional cell carcinoma
TAF8::SLC22A16	Squamous cell carcinoma
TAF9::ADAMTS6	Adenocarcinoma
TAFA2::IKZF4	Adenocarcinoma
TAFA2::KCNMB4	Adenocarcinoma
TAFA2::KRR1	Mesenchymal tumor, NOS
TAFA2::OOEP	Adenocarcinoma
TAFA2::PCBP2	Astrocytoma, grade III-IV/Glioblastoma
TAFA2::RAB3IP	Malignant melanoma
TAFA2::TMBIM4	Mesenchymal tumor, NOS
TAFA3::LPP	Adenocarcinoma
TAFA4::CACNA2D3	Adenocarcinoma
TAFA4::COL8A1	Mesothelioma
TAFA4::LMOD3	Adenocarcinoma
TAFA4::TMF1	Adenocarcinoma
TAFA4::UBA3	Malignant melanoma
TAFA5::MAPK8IP2	Transitional cell carcinoma
TAFA5::MCAT	Malignant melanoma
TAFA5::SYNE3	Malignant melanoma
TAFA5::TBC1D22A	Benign epithelial tumor, special type
TAFA5::ZFP2	Malignant melanoma
TAFA5::ZNF354B	Malignant melanoma
TAGLN2::PBX1	Adenocarcinoma
TAGLN::COP1	Mesenchymal tumor, NOS
TAL1::STIL	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TAL1::TRA	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TAL2::TRB	Acute lymphoblastic leukemia/lymphoblastic lymphoma
TALDO1::CLCN3	Transitional cell carcinoma
TALDO1::EPS8L2	Squamous cell carcinoma
TALDO1::ZNFX1	Adenocarcinoma
TAMM41::ATG7	Squamous cell carcinoma
TAMM41::RAF1	Carcinoma, NOS
TANC1::MARCHF7	Transitional cell carcinoma | Squamous cell carcinoma | Adenocarcinoma
TANC1::MTMR4	Adenocarcinoma
TANC1::NR4A2	Adenocarcinoma
TANC1::PKP4	Adenocarcinoma
TANC1::RINL	Adenocarcinoma
TANC1::SLC4A1AP	Adenocarcinoma
TANC1::WDR75	Adenocarcinoma
TANC2::ACE	Adenocarcinoma
TANC2::ANKFN1	Adenocarcinoma
TANC2::ARHGEF12	Mesenchymal tumor, NOS
TANC2::CEP112	Squamous cell carcinoma
TANC2::CHD6	Adenocarcinoma
TANC2::CRB3	Adenocarcinoma
TANC2::CTDSP1	Adenocarcinoma
TANC2::EFCAB3	Adenocarcinoma
TANC2::FAM222B	Adenocarcinoma
TANC2::GOSR1	Adenocarcinoma
TANC2::KRT10	Adenocarcinoma
TANC2::LRRC37B	Adenocarcinoma
TANC2::MED13	Adenocarcinoma
TANC2::MRC2	Adenocarcinoma
TANC2::PHB1	Adenocarcinoma
TANC2::PRKCA	Squamous cell carcinoma | Adenocarcinoma
TANC2::RHOT1	Adenocarcinoma
TANC2::RNF2	Adenocarcinoma
TANC2::SPAG9	Adenocarcinoma
TANC2::SSH2	Adenocarcinoma
TANC2::STRADA	Adenocarcinoma
TANC2::TBC1D3G	Malignant melanoma
TANC2::TMEM104	Astrocytoma, grade I-II
TANC2::TSHZ2	Adenocarcinoma
TANC2::ZNF468	Mesenchymal tumor, NOS
TANC2::ZNF689	Adenocarcinoma
TANGO2::USP18	Malignant melanoma
TANGO6::CARMIL2	Malignant epithelial tumor, special type
TANGO6::CDH1	Adenocarcinoma | Malignant melanoma
TANGO6::CFDP1	Malignant melanoma
TANGO6::CLEC2L	Squamous cell carcinoma
TANGO6::FGF3	Transitional cell carcinoma
TANGO6::NAA15	Squamous cell carcinoma
TANGO6::PRMT7	Adenocarcinoma
TANGO6::WWP2	Adenocarcinoma
TANK::BRAF	Adenocarcinoma
TANK::CACNB4	Mesenchymal tumor, NOS
TANK::MARCHF7	Adenocarcinoma
TANK::MNAT1	Squamous cell carcinoma
TANK::SLC38A6	Squamous cell carcinoma
TAOK1::ABHD15	Adenocarcinoma
TAOK1::ACER3	Adenocarcinoma
TAOK1::ANKRD13B	Adenocarcinoma
TAOK1::ASGR2	Malignant melanoma
TAOK1::BCAS3	Adenocarcinoma
TAOK1::CCL2	Adenocarcinoma
TAOK1::CFAP97D1	Astrocytoma, grade I-II
TAOK1::CPD	Adenocarcinoma
TAOK1::EFCAB5	Adenocarcinoma
TAOK1::FAM222B	Adenocarcinoma
TAOK1::FLOT2	Adenocarcinoma
TAOK1::MAP2K4	Adenocarcinoma
