fusionTranscriptID	fusionGenePair	breakpointID	strand1	strand2	site1	site2	type	confidence	sampleID	toolID
MET::XXYLT1__7:116724249-3:195086022	MET::XXYLT1	7:116724249-3:195086022	+	-	UTR	UTR	.	.	HCC-95	FusionCatcher
NCOA3::DTNB__20:47502019-2:25652661	NCOA3::DTNB	20:47502019-2:25652661	+	-	UTR	UTR	.	.	HCC-95	FusionCatcher
NGF::AL049825.1__1:115293627-1:115276634	NGF::AL049825.1	1:115293627-1:115276634	-	-	UTR	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
NRG1::SRP9__8:32616885-1:225777935	NRG1::SRP9	8:32616885-1:225777935	+	+	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
NTPCR::SIPA1L2__1:232956443-1:232493660	NTPCR::SIPA1L2	1:232956443-1:232493660	+	-	out-of-frame	.	.	.	HCC-95	FusionCatcher
PDP1::MICAL3__8:93917079-22:17823060	PDP1::MICAL3	8:93917079-22:17823060	+	-	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
PFKP::PITRM1-AS1__10:3135838-10:3142972	PFKP::PITRM1-AS1	10:3135838-10:3142972	+	+	CDS(truncated)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
PLPBP::AC021351.1__8:37766355-15:35939715	PLPBP::AC021351.1	8:37766355-15:35939715	+	-	CDS(truncated)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
PRKAG2::RHEB__7:151632069-7:151491014	PRKAG2::RHEB	7:151632069-7:151491014	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
RCC1::MIR205HG__1:28508160-1:209429181	RCC1::MIR205HG	1:28508160-1:209429181	+	+	UTR	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
SPIN1::NXNL2__9:88388538-9:88575087	SPIN1::NXNL2	9:88388538-9:88575087	+	+	UTR	UTR	.	.	HCC-95	FusionCatcher
TMEM241::TEX101__18:23356594-19:43402766	TMEM241::TEX101	18:23356594-19:43402766	-	+	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
TXNRD1::MIR205HG__12:104289040-1:209429181	TXNRD1::MIR205HG	12:104289040-1:209429181	+	+	CDS(truncated)	exonic(no-known-CDS)	.	.	HCC-95	FusionCatcher
VPS26C::TTC3__21:37267238-21:37108392	VPS26C::TTC3	21:37267238-21:37108392	-	+	out-of-frame	.	.	.	HCC-95	FusionCatcher
ZC3H14::PDHX__14:88578140-11:34992315	ZC3H14::PDHX	14:88578140-11:34992315	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
ZWILCH::KLRD1__15:66546705-12:10304466	ZWILCH::KLRD1	15:66546705-12:10304466	+	+	UTR	UTR	.	.	HCC-95	FusionCatcher
BPTF::LRRC37A2__17:67826337-17:46517362	BPTF::LRRC37A2	17:67826337-17:46517362	+	+	out-of-frame	.	.	.	HCC-95	FusionCatcher
C19ORF47::AKT2__19:40322028-19:40265351	C19ORF47::AKT2	19:40322028-19:40265351	-	-	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
CCDC117::HSCB__22:28773778-22:28757078	CCDC117::HSCB	22:28773778-22:28757078	+	+	out-of-frame	.	.	.	HCC-95	FusionCatcher
EWSR1::FUS__22:29298895-16:31190742	EWSR1::FUS	22:29298895-16:31190742	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
FAM83D::DHX35__20:38948000-20:38969081	FAM83D::DHX35	20:38948000-20:38969081	+	+	out-of-frame	.	.	.	HCC-95	FusionCatcher
MAGT1::ATRX__X:77895309-X:77636056	MAGT1::ATRX	X:77895309-X:77636056	-	-	in-frame	.	.	.	HCC-95	FusionCatcher
MAP4::SMARCC1__3:48088773-3:47686170	MAP4::SMARCC1	3:48088773-3:47686170	-	-	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
MTG1::SCART1__10:133402773-10:133456237	MTG1::SCART1	10:133402773-10:133456237	+	+	out-of-frame	.	.	.	HCC-95	FusionCatcher
PTPRK::EPB41L2__6:128520259-6:130956499	PTPRK::EPB41L2	6:128520259-6:130956499	-	-	CDS(truncated)	UTR	.	.	HCC-95	FusionCatcher
RPL38::TTYH2__17:74204190-17:74222485	RPL38::TTYH2	17:74204190-17:74222485	+	+	out-of-frame	.	.	.	HCC-95	FusionCatcher
SLC29A1::HSP90AB1__6:44232428-6:44248630	SLC29A1::HSP90AB1	6:44232428-6:44248630	+	+	in-frame	.	.	.	HCC-95	FusionCatcher
UBA2::PDCD2L__19:34428570-19:34421519	UBA2::PDCD2L	19:34428570-19:34421519	+	+	out-of-frame	.	.	.	HCC-95	FusionCatcher
VMP1::CLTC__17:59707748-17:59644276	VMP1::CLTC	17:59707748-17:59644276	+	+	UTR	CDS(truncated)	.	.	HCC-95	FusionCatcher
